name,tcga code,MedianExpression,VarianceExpression
TRIM6,UCS,2.04555370185038,2.20193542755884
TRIM6,UVM,3.06695024392463,2.20193542755884
TRIM6,LGG,0.722466024471091,2.20193542755884
TRIM6,MESO,2.71149490665009,2.20193542755884
TRIM6,BRCA,1.54833333429009,2.20193542755884
TRIM6,SKCM,1.97819562968165,2.20193542755884
TRIM6,LIHC,3.49569516262407,2.20193542755884
TRIM6,OV,1.83669340910447,2.20193542755884
TRIM6,LUAD,3.40871186102943,2.20193542755884
TRIM6,LUSC,2.73541808768383,2.20193542755884
TRIM6,LAML,1.85996954822103,2.20193542755884
TRIM6,CESC,2.1243281350022,2.20193542755884
TRIM6,PRAD,2.18903382439002,2.20193542755884
TRIM6,GBM,2.32792204646373,2.20193542755884
TRIM6,CHOL,3.1906148602095,2.20193542755884
TRIM6,COAD,0.448891272330708,2.20193542755884
TRIM6,SARC,2.35895882583233,2.20193542755884
TRIM6,DLBC,0.124328135002202,2.20193542755884
TRIM6,HNSC,3.04255827746727,2.20193542755884
TRIM6,TGCT,3.34300860671521,2.20193542755884
TRIM6,BLCA,2.38404980679516,2.20193542755884
TRIM6,ESCA,0.327675914306277,2.20193542755884
TRIM6,KIRC,3.74738739965272,2.20193542755884
TRIM7,SKCM,1.85598969730848,2.07273441473069
TRIM7,GBM,2.33178616770876,2.07273441473069
TRIM7,TGCT,0.0284998151927819,2.07273441473069
TRIM7,ESCA,3.4005321077343,2.07273441473069
TRIM7,UCEC,2.30451104180995,2.07273441473069
TRIM7,KIRP,3.36367163055023,2.07273441473069
TRIM7,MESO,1.85996954822103,2.07273441473069
TRIM7,SARC,2.23266075679028,2.07273441473069
TRIM7,CHOL,2.60880924267552,2.07273441473069
TRIM7,UCS,0.757351504770437,2.07273441473069
TRIM7,KICH,1.83592407425438,2.07273441473069
TRIM7,LUSC,3.63487192144747,2.07273441473069
TRIM7,THCA,2.73431609398115,2.07273441473069
TRIM7,COAD,2.7559522126037,2.07273441473069
TRIM7,UVM,1.64616265715789,2.07273441473069
TRIM7,BLCA,3.26903314645524,2.07273441473069
TRIM7,LUAD,3.36597242759338,2.07273441473069
TRIM7,DLBC,0.505890929729957,2.07273441473069
TRIM7,LAML,0.650764559116902,2.07273441473069
TRIM7,LGG,1.38956681176273,2.07273441473069
TRIM7,ACC,3.52732060787705,2.07273441473069
TRIM7,PRAD,3.31759350462347,2.07273441473069
TRIM7,PAAD,3.70182644479281,2.07273441473069
TRIM7,HNSC,3.10013446399508,2.07273441473069
TRIM7,KIRC,2.53605290024021,2.07273441473069
TRIM7,CESC,3.36597242759338,2.07273441473069
TRIM7,OV,2.13812921503591,2.07273441473069
TRIM7,LIHC,2.46466826700344,2.07273441473069
TRIM7,BRCA,1.8479468112377,2.07273441473069
TRIM9,SARC,0.526068811667588,1.72580061080053
TRIM9,UCEC,0.37851162325373,1.72580061080053
TRIM9,TGCT,0.224608996069948,1.72580061080053
TRIM9,BRCA,0.565300724895282,1.72580061080053
TRIM9,KIRP,2.06636655623022,1.72580061080053
TRIM9,BLCA,0.748461233004036,1.72580061080053
TRIM9,LUAD,0.855989697308481,1.72580061080053
TRIM9,DLBC,1.20789285164133,1.72580061080053
TRIM9,ACC,0.669026765509631,1.72580061080053
TRIM9,CESC,0.310340120612151,1.72580061080053
TRIM9,CHOL,0.495695162624069,1.72580061080053
TRIM9,UCS,1.31031666330046,1.72580061080053
TRIM9,LGG,2.22958792274065,1.72580061080053
TRIM9,PAAD,0.150501128016407,1.72580061080053
TRIM9,MESO,0.0976107966264223,1.72580061080053
TRIM9,COAD,0.130915829376068,1.72580061080053
TRIM9,UVM,1.40599235967584,1.72580061080053
TRIM9,LIHC,1.29278174922785,1.72580061080053
TRIM9,KICH,1.40053792958373,1.72580061080053
TRIM9,OV,0.310340120612151,1.72580061080053
TRIM9,HNSC,0.250961573533219,1.72580061080053
TRIM9,ESCA,0.0840642647884745,1.72580061080053
TRIM9,THCA,1.17468263879711,1.72580061080053
TRIM9,KIRC,2.50842865253186,1.72580061080053
TRIM9,LUSC,0.468295414911969,1.72580061080053
TRIM9,PRAD,0.189033824390017,1.72580061080053
TRIM9,LAML,0.918386234446348,1.72580061080053
TRIM9,GBM,2.06522659311539,1.72580061080053
TRIM9,SKCM,2.81762325751143,1.72580061080053
