name,tcga code,MedianExpression,VarianceExpression
TRIM6,PAAD,6.48942541571518,2.97431834751962
TRIM6,UCEC,5.84145299721837,2.97431834751962
TRIM6,KICH,3.9497208584396,2.97431834751962
TRIM6,HNSC,6.79675706940717,2.97431834751962
TRIM6,CESC,6.30271791260935,2.97431834751962
TRIM6,LAML,6.89003907590537,2.97431834751962
TRIM6,SKCM,6.7820415536672,2.97431834751962
TRIM6,OV,6.52646637465826,2.97431834751962
TRIM6,ESCA,5.910970113051,2.97431834751962
TRIM6,ACC,6.33316966535318,2.97431834751962
TRIM6,KIRC,8.23951738282912,2.97431834751962
TRIM6,LGG,4.27892888299108,2.97431834751962
TRIM6,CHOL,6.89077360750644,2.97431834751962
TRIM6,THYM,5.2496766114091,2.97431834751962
TRIM6,UVM,7.69760343964416,2.97431834751962
TRIM6,UCS,5.91613742791268,2.97431834751962
TRIM6,GBM,6.13362126004259,2.97431834751962
TRIM6,READ,4.52045766912076,2.97431834751962
TRIM6,LUSC,6.4552565224051,2.97431834751962
TRIM7,STAD,6.13578525330283,4.34177192403783
TRIM7,CESC,8.59110887280512,4.34177192403783
TRIM7,LUSC,7.57274569482001,4.34177192403783
TRIM7,HNSC,8.79233124181678,4.34177192403783
TRIM7,OV,3.46556047910266,4.34177192403783
TRIM7,SARC,5.91366495042914,4.34177192403783
TRIM7,BRCA,3.9606043776876,4.34177192403783
TRIM7,MESO,4.07614004389728,4.34177192403783
TRIM7,UCS,4.01688849707299,4.34177192403783
TRIM7,SKCM,4.92655930337122,4.34177192403783
TRIM7,BLCA,7.08955352971308,4.34177192403783
TRIM7,ACC,5.50087851896572,4.34177192403783
TRIM7,PCPG,6.84248863434942,4.34177192403783
TRIM7,PAAD,7.23771409808793,4.34177192403783
TRIM7,TGCT,2.68906395588033,4.34177192403783
TRIM7,LGG,4.75526682765398,4.34177192403783
TRIM7,LUAD,4.41790650947935,4.34177192403783
TRIM7,LIHC,4.13853599271224,4.34177192403783
TRIM7,PRAD,5.52441477579411,4.34177192403783
TRIM7,COAD,5.16725823108414,4.34177192403783
TRIM7,READ,4.73492578525983,4.34177192403783
TRIM7,GBM,4.86503021544731,4.34177192403783
TRIM7,THYM,6.63919023143882,4.34177192403783
TRIM7,UVM,4.06675074278582,4.34177192403783
TRIM7,LAML,4.26123149813583,4.34177192403783
TRIM7,UCEC,3.91201711609602,4.34177192403783
TRIM7,CHOL,4.27627462217171,4.34177192403783
TRIM7,KIRC,5.68070129889055,4.34177192403783
TRIM7,DLBC,4.22479025194818,4.34177192403783
TRIM7,KICH,6.82920262242094,4.34177192403783
TRIM7,ESCA,7.76745727892799,4.34177192403783
TRIM7,THCA,7.3757432253046,4.34177192403783
TRIM7,KIRP,4.40953388173003,4.34177192403783
TRIM9,ACC,5.75070564651912,8.11051617298035
TRIM9,CESC,4.68680126633151,8.11051617298035
TRIM9,LGG,12.2446016877368,8.11051617298035
TRIM9,GBM,12.0331295647513,8.11051617298035
TRIM9,BRCA,4.96180851473748,8.11051617298035
TRIM9,BLCA,4.89304658566647,8.11051617298035
TRIM9,CHOL,4.0171508351833,8.11051617298035
TRIM9,UCS,6.54499996861497,8.11051617298035
TRIM9,PAAD,5.28544545466736,8.11051617298035
TRIM9,DLBC,4.4959376481823,8.11051617298035
TRIM9,MESO,4.18545428783149,8.11051617298035
TRIM9,STAD,3.96502273893521,8.11051617298035
TRIM9,ESCA,4.22365552420673,8.11051617298035
TRIM9,THYM,5.83263179563325,8.11051617298035
TRIM9,COAD,2.95800743316478,8.11051617298035
TRIM9,HNSC,4.82413540234098,8.11051617298035
TRIM9,KIRP,7.71533031395417,8.11051617298035
TRIM9,SARC,7.15431181143649,8.11051617298035
TRIM9,LIHC,3.37541483084987,8.11051617298035
TRIM9,OV,3.79806520525924,8.11051617298035
TRIM9,READ,3.1652778460771,8.11051617298035
TRIM9,KIRC,8.22591113655946,8.11051617298035
TRIM9,KICH,3.13727681994781,8.11051617298035
TRIM9,PRAD,3.15104699123662,8.11051617298035
TRIM9,UCEC,3.92647233252317,8.11051617298035
TRIM9,LUSC,5.33308735191864,8.11051617298035
TRIM9,PCPG,9.25720631572029,8.11051617298035
TRIM9,SKCM,8.47059787086636,8.11051617298035
TRIM9,LAML,4.03300162878775,8.11051617298035
TRIM9,LUAD,3.99831286405873,8.11051617298035
TRIM9,THCA,3.20990559913319,8.11051617298035
TRIM9,UVM,4.64474606376647,8.11051617298035
TRIM9,TGCT,4.74195179328148,8.11051617298035
